,date,team,player,action,notes
374,2015-11-17,Pelicans,Omer Asik,relinquished,stomach illness (DTD)
375,2015-11-17,Timberwolves,Tyus Jones,relinquished,placed on IL
376,2015-11-17,Timberwolves,Ricky Rubio,acquired,activated from IL
377,2015-11-17,Warriors,Shaun Livingston,relinquished,placed on IL with hip injury
378,2015-11-17,Warriors,Klay Thompson,acquired,returned to lineup
379,2015-11-17,Warriors,Leandro Barbosa,acquired,activated from IL
380,2015-11-17,Heat,Gerald Green (b. 1986-01-26),acquired,reinstated from suspension
381,2015-11-17,Heat,Gerald Green (b. 1986-01-26),acquired,activated from IL
382,2015-11-18,76ers,Phil Pressey,acquired,returned to lineup
383,2015-11-18,Bulls,Derrick Rose,relinquished,placed on IL with sore left ankle
384,2015-11-18,Bulls,Cristiano Felicio,acquired,activated from IL
385,2015-11-18,Hornets,Marvin Williams,relinquished,"fined $15,000 by NBA for making excessive contact to the head of opposing player"
386,2015-11-18,Kings,Eric Moreland,relinquished,placed on IL
387,2015-11-18,Magic,C.J. Watson,relinquished,placed on IL
388,2015-11-18,Magic,Jason Smith,acquired,returned to lineup
389,2015-11-18,Magic,Victor Oladipo,acquired,activated from IL
390,2015-11-18,Mavericks,Charlie Villanueva,relinquished,placed on IL with birth of daughter
391,2015-11-18,Mavericks,John Jenkins,acquired,activated from IL
392,2015-11-18,Nuggets,Joffrey Lauvergne,relinquished,placed on IL
393,2015-11-18,Nuggets,Darrell Arthur,acquired,returned to lineup
394,2015-11-18,Nuggets,Jusuf Nurkic,acquired,activated from IL
395,2015-11-18,Pelicans,Anthony Davis,relinquished,shoulder injury (DTD)
396,2015-11-18,Pelicans,Jrue Holiday,relinquished,DNP
397,2015-11-18,Raptors,Terrence Ross,relinquished,left thumb ligament injury (DTD)
398,2015-11-18,Spurs,Boban Marjanovic,relinquished,placed on IL
399,2015-11-18,Spurs,Emanuel Ginobili / Manu Ginobili,relinquished,placed on IL with hip injury
400,2015-11-18,Spurs,Matt Bonner,acquired,activated from IL
401,2015-11-18,Suns,T.J. Warren,relinquished,placed on IL with illness
402,2015-11-18,Suns,Markieff Morris,acquired,returned to lineup
403,2015-11-18,Suns,Ronnie Price,acquired,activated from IL
404,2015-11-18,Thunder,Andre Roberson,acquired,activated from IL
405,2015-11-18,Timberwolves,Kevin Garnett,relinquished,placed on IL
406,2015-11-18,Timberwolves,Tyus Jones,acquired,activated from IL
407,2015-11-18,Kings,Darren Collison,acquired,returned to lineup
408,2015-11-18,Thunder,Josh Huestis,relinquished,placed on IL
409,2015-11-18,Kings,Darren Collison,acquired,activated from IL (P)
410,2015-11-18,Spurs,Jonathon Simmons,acquired,activated from IL
411,2015-11-19,Bucks,Damien Inglis,relinquished,placed on IL
412,2015-11-19,Bucks,Tyler Ennis,relinquished,placed on IL
413,2015-11-19,Bucks,Jabari Parker,acquired,activated from IL
414,2015-11-19,Bucks,O.J. Mayo,acquired,activated from IL
415,2015-11-19,Bulls,Aaron Brooks,relinquished,strained left hamstring (DTD)
416,2015-11-19,Cavaliers,Maurice Williams / Mo Williams,relinquished,right ankle inflammation (DTD)
417,2015-11-19,Cavaliers,Timofey Mozgov,relinquished,strained right shoulder (DTD)
418,2015-11-19,Clippers,Chris Paul,acquired,returned to lineup
419,2015-11-19,Kings,DeMarcus Cousins,relinquished,suspended by NBA for 1 game for elbowing opposing player in head
420,2015-11-19,Warriors,Leandro Barbosa,relinquished,virus (DTD)
421,2015-11-20,Celtics,Terry Rozier,relinquished,placed on IL
422,2015-11-20,Clippers,Pablo Prigioni,relinquished,illness (DTD)
423,2015-11-20,Clippers,J.J. Redick,acquired,returned to lineup
424,2015-11-20,Grizzlies,Zach Randolph,relinquished,sore right knee (DTD)
425,2015-11-20,Grizzlies,James Ennis,acquired,returned to lineup
426,2015-11-20,Hornets,Cody Zeller,relinquished,sprained left ankle (DTD)
427,2015-11-20,Kings,DeMarcus Cousins,acquired,reinstated from suspension
428,2015-11-20,Knicks,Louis Amundson / Lou Amundson,relinquished,head injury (DTD)
429,2015-11-20,Lakers,Anthony Brown,relinquished,placed on IL
430,2015-11-20,Lakers,Kobe Bryant,acquired,activated from IL
431,2015-11-20,Mavericks,John Jenkins,relinquished,placed on IL
432,2015-11-20,Mavericks,Charlie Villanueva,acquired,activated from IL
433,2015-11-20,Nuggets,Jusuf Nurkic,relinquished,placed on IL
434,2015-11-20,Pelicans,Anthony Davis,acquired,returned to lineup
435,2015-11-20,Pelicans,Omer Asik,acquired,returned to lineup
436,2015-11-20,Raptors,Terrence Ross,acquired,returned to lineup
437,2015-11-20,Spurs,Matt Bonner,relinquished,placed on IL
438,2015-11-20,Spurs,Boban Marjanovic,acquired,activated from IL
439,2015-11-20,Suns,Cory Jefferson,relinquished,placed on IL
440,2015-11-20,Suns,T.J. Warren,acquired,activated from IL
441,2015-11-20,Timberwolves,Nemanja Bjelica,relinquished,placed on IL with bruised left knee (CBC)
442,2015-11-20,Timberwolves,Kevin Garnett,acquired,activated from IL
443,2015-11-20,Warriors,Brandon Rush,relinquished,placed on IL
444,2015-11-20,Warriors,Leandro Barbosa,acquired,returned to lineup
445,2015-11-20,Warriors,Shaun Livingston,acquired,activated from IL
446,2015-11-20,Wizards,Martell Webster,relinquished,surgery on right hip (out for season)
447,2015-11-20,Nuggets,Joffrey Lauvergne,acquired,activated from IL
448,2015-11-20,Nuggets,Joffrey Lauvergne,relinquished,strained lower back (DTD)
449,2015-11-21,76ers,Richaun Holmes,acquired,returned to lineup
450,2015-11-21,Celtics,Marcus Smart,relinquished,bruised left knee (DTD)
451,2015-11-21,Hawks,Tiago Splitter,relinquished,sore right hip (DTD)
452,2015-11-21,Hawks,Walter Tavares / Edy Tavares,relinquished,placed on IL
453,2015-11-21,Hawks,Jeff Teague,acquired,activated from IL
454,2015-11-21,Heat,Amare Stoudemire / Amar'e Stoudemire,relinquished,placed on IL
455,2015-11-21,Heat,Chris Andersen,acquired,activated from IL
456,2015-11-21,Kings,Rudy Gay,relinquished,placed on IL with shoulder injury
457,2015-11-21,Kings,Eric Moreland,acquired,activated from IL
458,2015-11-21,Knicks,Louis Amundson / Lou Amundson,acquired,returned to lineup
459,2015-11-21,Nuggets,Kenneth Faried,relinquished,sprained left ankle (DTD)
460,2015-11-21,Pacers,Joe Young,relinquished,personal reasons (DTD)
461,2015-11-21,Pacers,Rodney Stuckey,acquired,returned to lineup
462,2015-11-21,Raptors,Jonas Valanciunas,relinquished,fractured left hand (out indefinitely)
463,2015-11-21,Rockets,Dwight Howard,relinquished,rest (DTD)
464,2015-11-21,Spurs,Jonathon Simmons,relinquished,placed on IL
465,2015-11-21,Spurs,LaMarcus Aldridge,relinquished,placed on IL with sprained left ankle
466,2015-11-21,Spurs,Emanuel Ginobili / Manu Ginobili,acquired,activated from IL
467,2015-11-21,Spurs,Matt Bonner,acquired,activated from IL
468,2015-11-21,Wizards,Bradley Beal,acquired,returned to lineup
469,2015-11-22,Celtics,Marcus Smart,relinquished,placed on IL with left knee injury
470,2015-11-22,Celtics,James Young,acquired,activated from IL
471,2015-11-22,Celtics,Terry Rozier,acquired,activated from IL
472,2015-11-22,Mavericks,JaVale McGee,acquired,activated from IL
473,2015-11-22,Mavericks,John Jenkins,acquired,activated from IL
474,2015-11-22,Nets,Wayne Ellington,relinquished,migraine headache (DTD)
475,2015-11-22,Nuggets,Joffrey Lauvergne,relinquished,placed on IL with strained lower back
476,2015-11-22,Raptors,Jonas Valanciunas,relinquished,placed on IL with fractured left hand
477,2015-11-22,Raptors,Lucas Nogueira,acquired,activated from IL
478,2015-11-22,Mavericks,Salah Mejri,relinquished,placed on IL
479,2015-11-23,Hawks,Mike Budenholzer,relinquished,"fined as head coach $25,000 by NBA for making contact with referee during game"
480,2015-11-23,Heat,Amare Stoudemire / Amar'e Stoudemire,relinquished,illness (DTD) (Y)
481,2015-11-23,Heat,Luol Deng,relinquished,sore hamstring (DTD)
482,2015-11-23,Hornets,Troy Daniels,relinquished,placed on IL with hamstring injury
483,2015-11-23,Hornets,Cody Zeller,acquired,returned to lineup
484,2015-11-23,Hornets,P.J. Hairston,acquired,activated from IL
485,2015-11-23,Kings,Eric Moreland,relinquished,placed on IL
486,2015-11-23,Kings,Rudy Gay,acquired,activated from IL
487,2015-11-23,Spurs,Matt Bonner,relinquished,placed on IL
488,2015-11-23,Spurs,Boban Marjanovic,acquired,activated from IL (P)
489,2015-11-23,Spurs,Jonathon Simmons,acquired,activated from IL
490,2015-11-23,Suns,Eric Bledsoe,relinquished,placed on IL with sore left knee
491,2015-11-23,Suns,Cory Jefferson,acquired,activated from IL
492,2015-11-23,Thunder,Steve Novak,relinquished,placed on IL
493,2015-11-23,Thunder,Kevin Durant,acquired,activated from IL
494,2015-11-23,Timberwolves,Nemanja Bjelica,relinquished,placed on IL with bruised left knee (P Y?)
495,2015-11-24,Bulls,Cameron Bairstow,relinquished,placed on IL
496,2015-11-24,Bulls,Derrick Rose,acquired,activated from IL
497,2015-11-24,Clippers,Pablo Prigioni,acquired,returned to lineup
498,2015-11-24,Hawks,Tiago Splitter,relinquished,placed on IL with sore right hip
499,2015-11-24,Hawks,Walter Tavares / Edy Tavares,acquired,activated from IL
500,2015-11-24,Mavericks,Devin Harris,relinquished,placed on IL for rest
501,2015-11-24,Mavericks,John Jenkins,acquired,activated from IL (P)
502,2015-11-24,Pacers,George Hill,acquired,returned to lineup
503,2015-11-24,Pacers,Joe Young,acquired,returned to lineup
504,2015-11-24,Warriors,James Michael McAdoo / James McAdoo (Michael),relinquished,placed on IL
505,2015-11-24,Warriors,Brandon Rush,acquired,activated from IL
506,2015-11-25,76ers,Nik Stauskas,relinquished,bruised left knee (DTD)
507,2015-11-25,Cavaliers,Matthew Dellavedova,relinquished,left calf tightness (DTD)
508,2015-11-25,Cavaliers,Maurice Williams / Mo Williams,acquired,returned to lineup
509,2015-11-25,Hornets,P.J. Hairston,relinquished,placed on IL
510,2015-11-25,Hornets,Troy Daniels,acquired,activated from IL
511,2015-11-25,Kings,Caron Butler,relinquished,placed on IL with ankle injury
512,2015-11-25,Kings,DeMarcus Cousins,relinquished,sore back (DTD)
513,2015-11-25,Kings,Eric Moreland,acquired,activated from IL
514,2015-11-25,Mavericks,Chandler Parsons,relinquished,placed on IL for rest
515,2015-11-25,Mavericks,Devin Harris,acquired,activated from IL
516,2015-11-25,Nets,Wayne Ellington,acquired,returned to lineup
517,2015-11-25,Pistons,Spencer Dinwiddie,relinquished,sore left knee (DTD)
518,2015-11-25,Raptors,Delon Wright,relinquished,placed on IL
519,2015-11-25,Rockets,Dwight Howard,acquired,returned to lineup
520,2015-11-25,Rockets,Patrick Beverley,acquired,activated from IL
521,2015-11-25,Spurs,LaMarcus Aldridge,acquired,activated from IL
522,2015-11-25,Suns,Tyson Chandler,relinquished,placed on IL with illness
523,2015-11-25,Suns,Eric Bledsoe,acquired,activated from IL
524,2015-11-25,Thunder,Mitch McGary,relinquished,sore ankle (DTD)
525,2015-11-25,Timberwolves,Nemanja Bjelica,relinquished,placed on IL (P)
526,2015-11-25,Spurs,Boban Marjanovic,relinquished,placed on IL (P)
527,2015-11-27,76ers,Nerlens Noel,relinquished,sore right knee (DTD)
528,2015-11-27,76ers,Nik Stauskas,acquired,returned to lineup
529,2015-11-27,Blazers,Chris Kaman,relinquished,sore ankle (DTD)
530,2015-11-27,Blazers,Meyers Leonard,acquired,activated from IL
531,2015-11-27,Bucks,Jason Kidd,relinquished,suspended as head coach by NBA for 1 game for confronting referee and slapping ball out of his hands during game
532,2015-11-27,Cavaliers,Matthew Dellavedova,acquired,returned to lineup
533,2015-11-27,Cavaliers,Timofey Mozgov,acquired,returned to lineup
534,2015-11-27,Hawks,Thabo Sefolosha,relinquished,placed on IL with ankle injury
535,2015-11-27,Hawks,Kent Bazemore,acquired,activated from IL
536,2015-11-27,Heat,Chris Andersen,relinquished,illness (DTD)
537,2015-11-27,Heat,Luol Deng,relinquished,placed on IL with hamstring injury
538,2015-11-27,Heat,Amare Stoudemire / Amar'e Stoudemire,acquired,activated from IL (P)
539,2015-11-27,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,relinquished,sprained right ankle (DTD)
540,2015-11-27,Nuggets,Kenneth Faried,relinquished,placed on IL with sprained left ankle
541,2015-11-27,Nuggets,Joffrey Lauvergne,acquired,activated from IL
542,2015-11-27,Pacers,Jordan Hill,relinquished,sore lower back (DTD)
543,2015-11-27,Pacers,Myles Turner,relinquished,recovering from surgery on left thumb to repair chip fracture and torn ligament (out indefinitely)
544,2015-11-27,Pistons,Spencer Dinwiddie,acquired,returned to lineup
545,2015-11-27,Spurs,Emanuel Ginobili / Manu Ginobili,relinquished,placed on IL for rest
546,2015-11-27,Spurs,Tim Duncan,relinquished,placed on IL for rest
547,2015-11-27,Spurs,Boban Marjanovic,acquired,activated from IL
548,2015-11-27,Spurs,Matt Bonner,acquired,activated from IL
549,2015-11-27,Suns,Cory Jefferson,relinquished,placed on IL
550,2015-11-27,Suns,Tyson Chandler,acquired,activated from IL
551,2015-11-27,Timberwolves,Ricky Rubio,relinquished,ankle injury (DTD)
552,2015-11-28,Blazers,Chris Kaman,relinquished,placed on IL with ankle injury
553,2015-11-28,Hawks,Walter Tavares / Edy Tavares,relinquished,placed on IL
554,2015-11-28,Hawks,Thabo Sefolosha,acquired,activated from IL
555,2015-11-28,Jazz,Derrick Favors,relinquished,placed on IL for personal reasons
556,2015-11-28,Jazz,Tibor Pleiss,acquired,activated from IL
557,2015-11-28,Kings,DeMarcus Cousins,relinquished,placed on IL with strained lower back
558,2015-11-28,Lakers,Louis Williams / Lou Williams,relinquished,placed on IL for personal reasons
559,2015-11-28,Lakers,Robert Sacre,acquired,activated from IL
560,2015-11-28,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,relinquished,placed on IL with sprained right ankle
561,2015-11-28,Mavericks,Devin Harris,acquired,activated from IL (P)
562,2015-11-28,Nets,Donald Sloan,relinquished,placed on IL with illness
563,2015-11-28,Nets,Willie Reed,acquired,activated from IL
564,2015-11-28,Nuggets,Gary Harris,relinquished,concussion (DTD)
565,2015-11-28,Nuggets,Kenneth Faried,acquired,activated from IL
566,2015-11-28,Raptors,Bruno Caboclo,relinquished,placed on IL (P)
567,2015-11-28,Raptors,Lucas Nogueira,acquired,activated from IL (P)
568,2015-11-28,Spurs,Matt Bonner,relinquished,placed on IL
569,2015-11-28,Spurs,Ray McCallum Jr.,relinquished,placed on IL
570,2015-11-28,Spurs,Emanuel Ginobili / Manu Ginobili,acquired,activated from IL
571,2015-11-28,Spurs,Tim Duncan,acquired,activated from IL
572,2015-11-28,Warriors,Harrison Barnes,relinquished,placed on IL with sprained left ankle
573,2015-11-28,Warriors,James Michael McAdoo / James McAdoo (Michael),acquired,activated from IL
574,2015-11-28,Wizards,Drew Gooden,relinquished,strained right calf (DTD)
575,2015-11-28,Wizards,Gary Neal,relinquished,strained left groin (DTD)
576,2015-11-28,Wizards,Nene / Nene Hilario / Maybyner Hilario,relinquished,placed on IL with strained left calf
577,2015-11-29,Bucks,Greivis Vasquez,relinquished,placed on IL with sore right ankle
578,2015-11-29,Grizzlies,James Ennis,acquired,activated from IL (P)
579,2015-11-29,Grizzlies,Zach Randolph,acquired,returned to lineup
580,2015-11-29,Knicks,Carmelo Anthony,relinquished,illness (DTD)
581,2015-11-29,Knicks,Louis Amundson / Lou Amundson,relinquished,placed on IL
582,2015-11-29,Knicks,Cleanthony Early,acquired,activated from IL
583,2015-11-29,Nets,Willie Reed,relinquished,placed on IL recovering from surgery on right thumb to repair torn ligament
584,2015-11-29,Nets,Donald Sloan,acquired,activated from IL
585,2015-11-29,Pacers,Jordan Hill,acquired,returned to lineup
586,2015-11-29,Suns,Bryce Cotton,relinquished,placed on IL
587,2015-11-29,Suns,Tyson Chandler,relinquished,placed on IL with strained right hamstring
588,2015-11-29,Suns,Cory Jefferson,acquired,activated from IL
589,2015-11-29,Timberwolves,Ricky Rubio,relinquished,placed on IL with ankle injury
590,2015-11-29,Timberwolves,Nemanja Bjelica,acquired,activated from IL
591,2015-11-30,Bulls,Kirk Hinrich,relinquished,left hip pointer (DTD)
592,2015-11-30,Hawks,Tim Hardaway Jr.,relinquished,placed on IL
593,2015-11-30,Hawks,Walter Tavares / Edy Tavares,acquired,activated from IL
594,2015-11-30,Heat,Amare Stoudemire / Amar'e Stoudemire,relinquished,placed on IL
595,2015-11-30,Heat,Chris Andersen,acquired,returned to lineup
596,2015-11-30,Heat,Jarnell Stokes,acquired,activated from IL
597,2015-11-30,Hornets,Al Jefferson,relinquished,strained left calf (out indefinitely)
598,2015-11-30,Jazz,Tibor Pleiss,relinquished,placed on IL
599,2015-11-30,Jazz,Derrick Favors,acquired,activated from IL
600,2015-11-30,Kings,Eric Moreland,relinquished,placed on IL
601,2015-11-30,Kings,DeMarcus Cousins,acquired,activated from IL
602,2015-11-30,Nets,Andrea Bargnani,relinquished,sore hamstring
603,2015-11-30,Pacers,Shayne Whittington,relinquished,sore ribs (DTD) (Y)
604,2015-11-30,Spurs,Boban Marjanovic,relinquished,placed on IL
605,2015-11-30,Spurs,Matt Bonner,acquired,activated from IL
606,2015-11-30,Thunder,Mitch McGary,relinquished,placed on IL
607,2015-11-30,Thunder,Steve Novak,acquired,activated from IL
608,2015-11-30,Wizards,Martell Webster,acquired,activated from IL
609,2015-12-01,76ers,Nerlens Noel,acquired,returned to lineup
610,2015-12-01,Lakers,Robert Sacre,relinquished,placed on IL
611,2015-12-01,Lakers,Louis Williams / Lou Williams,acquired,activated from IL
612,2015-12-01,Magic,Roy Devyn Marble / Roy Marble (Devyn),relinquished,placed on IL
613,2015-12-01,Mavericks,Chandler Parsons,relinquished,rest (DNP)
614,2015-12-01,Nets,Andrea Bargnani,relinquished,placed on IL with sore hamstring
615,2015-12-01,Nets,Willie Reed,acquired,activated from IL
616,2015-12-01,Pelicans,Norris Cole (Gene),acquired,returned to lineup
617,2015-12-01,Pelicans,Tyreke Evans,acquired,activated from IL
618,2015-12-01,Pistons,Reggie Jackson (Shon),relinquished,"fined $25,000 by NBA for using inappropriate language towards fan"
619,2015-12-01,Timberwolves,Tyus Jones,relinquished,placed on IL
620,2015-12-01,Timberwolves,Ricky Rubio,acquired,activated from IL
621,2015-12-02,76ers,Jahlil Okafor,relinquished,suspended by team for 2 games for conduct detrimental to the team (player was involved in 2 altercations at nightclubs and was cited for speeding)
